1,297,10,50.67
1,580,7,13.65
1,2649,1,44.08
1,3908,10,52.58
1,4040,8,24.91
1,4115,6,73.05
1,4366,4,67.60
1,5057,9,2.42
1,5609,7,9.93
1,5894,9,28.76
1,6048,2,7.39
1,6152,9,59.08
1,6476,8,26.77
1,7391,8,94.76
1,7475,6,22.65
1,7718,3,85.33
1,8329,4,36.52
1,8683,9,73.12
1,9327,1,21.52
1,9645,3,32.96
2,6,7,43.92
2,618,9,80.18
2,2640,8,19.31
2,3511,7,69.53
2,3865,3,15.41
2,6146,10,98.28
2,6410,1,27.39
2,6594,4,99.92
2,6990,1,20.86
2,7834,9,17.09
2,8157,1,94.79
2,8199,3,83.08
2,8681,6,34.44
2,8696,6,8.56
2,8705,5,56.84
2,9124,6,82.72
2,9188,4,20.30
2,9462,7,35.52
2,9468,7,31.60
2,9557,7,19.24
3,32,6,85.57
3,159,6,12.89
3,970,3,35.02
3,3161,1,41.01
3,3359,9,46.15
3,3693,10,96.92
3,4028,3,55.45
3,5330,8,2.53
3,5737,8,40.61
3,6994,5,92.16
3,7332,9,13.84
3,7894,3,83.56
3,8235,1,96.03
3,8372,7,38.67
3,8642,10,42.54
3,8788,4,41.94
3,8879,10,91.29
3,9055,10,20.04
3,9301,5,60.87
3,9969,2,5.45
4,625,9,63.53
4,1210,8,41.70
4,2065,8,26.45
4,2156,9,58.15
4,2461,9,41.49
4,2694,9,65.89
4,3073,5,57.60
4,3214,9,95.00
4,3804,7,35.48
4,3964,10,39.72
4,4110,3,21.35
4,4487,2,58.14
4,4516,8,30.58
4,4959,6,13.19
4,6046,9,7.03
4,6189,9,15.42
4,6497,7,58.67
4,8115,5,69.35
4,8351,3,22.36
4,8977,4,36.55
5,48,4,75.78
5,408,6,100.19
5,1615,8,23.74
5,3057,6,2.73
5,3556,5,87.65
5,3622,10,20.07
5,3739,4,61.37
5,3887,4,32.84
5,3998,5,18.16
5,4182,7,45.02
5,4367,2,11.71
5,4716,7,34.92
5,4790,9,23.84
5,6129,3,40.89
5,6176,10,89.30
5,6220,9,58.45
5,7998,3,92.26
5,8427,1,27.24
5,8644,5,96.29
5,9254,5,47.97
6,428,7,88.33
6,846,7,11.27
6,850,8,48.99
6,2155,2,17.90
6,2534,8,86.68
6,2745,3,82.35
6,3023,6,10.79
6,3424,1,43.49
6,4864,8,78.12
6,5141,10,94.04
6,5275,8,81.45
6,5292,10,80.61
6,5791,5,18.61
6,6250,7,21.86
6,6838,6,40.46
6,7861,2,98.77
6,8864,7,14.89
6,8976,8,19.91
6,9219,1,19.19
6,9443,6,14.12
7,511,2,94.65
7,753,6,44.95
7,807,6,13.81
7,978,6,92.75
7,1975,2,2.83
7,2327,2,54.52
7,2383,9,74.68
7,2569,1,63.76
7,2779,7,94.06
7,3835,6,67.49
7,4879,5,18.13
7,4900,2,67.96
